owner,name,dependencies,description,latestCommit,githubLink,websiteLink,reputation,activity,popularity,languages,commitCount,totalStars,recentContributors
google,zerocopy,no status,Zerocopy makes zero-cost memory manipulation effortless. We write `unsafe` so you don’t have to.,2/28/2025,https://github.com/google/zerocopy,https://discord.gg/MAvWH2R6zk,9,62%,10,"Rust, Shell, Batchfile",191,1786,"djkoloski, jrvanwhy, freax13, joshlf, zoo868e, lucarlig, daniel-levin, mrothnet, jswrenn, kupiakos, sl4m, dacozai, varun-doshi, bluec0re, aditya-ps-05, batuhandagistanli, google-pr-creation-bot"
rustcrypto,traits,no status,Collection of cryptography-related traits,2/28/2025,https://github.com/rustcrypto/traits,,9,62%,10,Rust,53,629,"rozbb, tarcieri, sylvainpelissier, najeal, casey, mgeisler, lucab, lunarlambda, newpavlov, joebebel, baloo, petryshkacode, riskrose"
rust-random,rand,no status,A Rust library for random number generation.,3/1/2025,https://github.com/rust-random/rand,https://crates.io/crates/rand,8,62%,10,"Rust, HTML",77,1794,"theironborn, benjamin-lieser, arthurprs, yttersian, clarfonthey, waywardmonkeys, joshlf, serendipity-crypto, dhardy, oconnor663, marcpabst, atouchet, justusfluegel, jambochen, computerdruid, fjarri, newpavlov, vks, sorairolake, xmakro, josephlr, baloo, michaelowendyer, 1git2clone, acceptacross"
prometheus,client_golang,no status,Prometheus instrumentation library for Go applications,2/27/2025,https://github.com/prometheus/client_golang,https://pkg.go.dev/github.com/prometheus/client_golang,9,62%,10,"Go, Dockerfile, Makefile, Shell, C",91,5541,"ying-jeanne, sachinsahu431, marcosnils, lilijreey, swar8080, prombot, abbyssoul, jcass8695, majolo, fatsheep9146, geekodour, superq, ywwg, arthursens, vesari, igor-drozdov, mahendrapaipuri, mrueg, cuisongliu, beorn7, parthlaw, mharbison72, dongjiang1989, saswatamcode, huwcbjones, kakkoyun, bwplotka, leonnicolas, mmorel-35, lilic, imorph, ishani217, saumya40-codes, oftenoccur"
openzeppelin,contracts-wizard,no status,Interactive smart contract generator based on OpenZeppelin Contracts.,2/28/2025,https://github.com/openzeppelin/contracts-wizard,https://wizard.openzeppelin.com,8,61%,10,"JavaScript, TypeScript, CSS, HTML, Svelte",45,248,"mcarlomagno, misicnenad, ericnordelo, ericglau, brozorec, covemb, gianfrancobazzani, andrew-fleming, cairoeth, immrsd, arturobeccar, loselarry"
sass,dart-sass,no status,"The reference implementation of Sass, written in Dart.",2/27/2025,https://github.com/sass/dart-sass,https://sass-lang.com/dart-sass,8,61%,10,"Dart, HTML, JavaScript, TypeScript",97,4039,"jamesnw, jathak, nex3, ntkme, goodwine, stereotype441, stof, eliot-akira"
microsoft,typescript-website,no status,The Website and web infrastructure for learning TypeScript,2/28/2025,https://github.com/microsoft/typescript-website,https://www.typescriptlang.org,8,61%,10,"JavaScript, HTML, TypeScript, Dockerfile, SCSS",85,2280,"zhangzhuang15, blxsse, remcohaszing, matega, foxcaulfield, mass2527, spidersouris, mrazauskas, eugeneilyin, arijit192, sametuca, dsherret, reillylm, bakkot, lazyrainynight, matthias-ccri, pcdevil, tomibelan, psmolak, antfu, rotu, xiaoxiyao, eps1lon, anantoghosh, knorpelsenf, eliranlevi, hanyujie2002, spenserblack, saewookkang, kiranjkurian, btoo, laranhee, kashav, zhennann, shahabrostami, adriancuadrado, brennvo, sandersn, edemaine, diegormb06, styfle, typescript-bot, shanefontaine, danielrosenwasser, mariusgau, renegade334, mkantor, dankaplanses, lukaw3d, jonathanberger, rcanpahali, xuhdev, andrewbranch, luketzh, joshuakgoldberg, panosmagic32, jjloveslife, todor-a, complexplane, foundthewout, kisaragieffective, levieyal, orta, damanjeetsingh1, imhalid, romej, spalladino, marklundin, seanf, patichandana, henrebotha, daniele-orlando, keliss, escudero89, jakebailey, grebenyuksv, titobouzout, ahmed-hakeem, taro-28, ryancavanaugh, curran, shammellee, its-joseph-230606, ptitet, udohjeremiah, michaelmitchell-at, lqdbcnatwork, navya9singh, oh2o, aqibshabir, 60x20, merintheressa"
aio-libs,aiohttp,no status,Asynchronous HTTP client/server framework for asyncio and Python,2/28/2025,https://github.com/aio-libs/aiohttp,https://docs.aiohttp.org,9,61%,10,"Makefile, Python, Shell, C, Gherkin",159,15454,"thearchitector, reallyreivax, javitonino, shubhagarwal-dev, arahaan, imnotjames, derkades, booniepepper, lpetre, bmerry, mgorny, maximzemskov, cbornet, timmenninger, shuckc, eshattow, gitnmlee, ok3ks, olegt0rr, daste745, christianwbrock, dreamsorcerer, shootkin, arthurdarcet, rahulnht, brettdh, ddeville, asvetlov, cdce8p, newglad, layday, newuserha, silamon, plpeeters, asrelo, jelmer, hadock-is-ok, cakemanny, max-muoto, tab1tha, webknjaz, meshya, ara-25, arcivanov, alexwaygood, dimaqq, bdraco, steverep, aitor-gamarra, gangj, mstojcevich-cisco, jpjacobpadilla, vivodi, cycloctane, danielatcosmicdna, crazehang, anitahammer, top-oai, lenard-mosys, alanbogarin"
codspeedhq,codspeed-rust,no status,Rust crates to create CodSpeed benchmarks,2/25/2025,https://github.com/codspeedhq/codspeed-rust,https://codspeed.io,4,61%,3,"Rust, Python, Shell",23,28,"art049, guillaumelagrange, adriencaccia, fargito, antiguru"
nodejs,undici,no status,"An HTTP/1.1 client, written from scratch for Node.js",2/26/2025,https://github.com/nodejs/undici,https://nodejs.github.io/undici,10,61%,10,"JavaScript, TypeScript, Shell",204,6630,"gurgunday, liviamedeiros, benhalverson, tsibley, dtrombett, flakey5, gunjam, acommodari, aduh95, kettanaito, shenhongfei, dancastillo, fengmk2, tmair, trivikr, ethan-arrowood, bcomnes, metcoder95, mweberxyz, clovis-guillemot, luddd3, kachick, jacob-ebey, zuozp8, hochoy, snyamathi, legendecas, haikyuu, zbinlin, mattbidewell, kanadgupta, pastelsky, matthieusieben, peterver, panva, nathanbaulch, gigioliva, jazelly, shogunpanda, fawazahmed0, tastypackets, iiaku, frederikprijck, jbips, khardix, skellla, styfle, climba03003, xvezda, chrros95, shivam-sharma7, tsctx, maxbeatty, mhdawson, jdufresne, mertcanaltin, redyetidev, jakecastelli, nzakas, merojosa, jaoodxd, ronag, jfhr, fraxken, 1zilc, delvedor, st3ffgv4, xconverge, khafradev, joyeecheung, richardlau, darkgl, uzlopak, ulisesgascon, 10xlacroixdrinker, mcollina, rindeal, jerome-benoit, rossilor95, fatumaa, mqayyuum, exhumer, jessezhang91, epistemancering, wtct-top"
webpack,webpack,no status,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff.",2/28/2025,https://github.com/webpack/webpack,https://webpack.js.org,8,61%,10,"JavaScript, CSS, CoffeeScript, HTML, WebAssembly",150,65076,"evenstensberg, inottn, vankop, ovflowd, fi3ework, cwj0417, arcanoxdragon, titouanmathis, dmichon-msft, sushruth, nanianlisao, xiaoxiaojx, andarist, thelarkinn, alexander-akait, co63oc, snitin315, ahabhgk, jserfeng, steverep, ashi009, haijie-x, vansh5632"
jaredwray,keyv,no status,Simple key-value storage with support for multiple backends,3/1/2025,https://github.com/jaredwray/keyv,https://keyv.org,9,61%,10,"TypeScript, CSS, JavaScript, Shell",89,2767,"huijiewei, darky, drodil, jaredwray, mahdavipanah, maxlz1, nolliebigspin, 0xslipk, chrisllontop, tatejones, sadzurami, colmer, johaven, beastgamer81, ugo-studio"
tinylibs,tinybench,no status,"🔎 A simple, tiny and lightweight benchmarking library!",2/28/2025,https://github.com/tinylibs/tinybench,https://tinylibs.github.io/tinybench/,9,61%,10,"TypeScript, JavaScript",65,1981,"pallosp, rubennorte, kanadgupta, aslemammad, griga, jerome-benoit, amirsa12"
ipython,ipykernel,no status,IPython Kernel for Jupyter,2/28/2025,https://github.com/ipython/ipykernel,https://ipykernel.readthedocs.io/en/stable/,9,61%,10,Python,40,666,"s-t-e-v-e-n-k, minrk, mlucool, gregory-shklover, hroncok, blink1073, bluss, smacke, carreau, davidbrochart, ianthomas23, krassowski, limwz01"
rust-lang,libc,no status,Raw bindings to platform APIs for Rust,3/1/2025,https://github.com/rust-lang/libc,https://docs.rs/libc,9,61%,10,"Shell, Rust, Dockerfile, C, CSS",102,2193,"eduardosm, jackpot51, yohdeadfall, the8472, asomers, tgross35, johntitor, stepancheg, no1wudi, 0323pin, pauldance, cub3d, chrisdenton, chantsune, nathaniel-bennett, stevelauc"
rustcrypto,signatures,no status,"Cryptographic signature algorithms: DSA, ECDSA, Ed25519",3/1/2025,https://github.com/rustcrypto/signatures,,9,61%,10,Rust,43,498,"bifurcation, tarcieri, leo1003, incertia, jonmon6691, erdnaxe, xujiandong, lucab, tjade273, davidthomaswood, baloo, msedzins, rjected, tcoratger, turbocool3r, json420"
alloy-rs,core,no status,"High-performance, well-tested & documented core libraries for Ethereum, in Rust",2/27/2025,https://github.com/alloy-rs/core,https://alloy.rs,7,61%,10,"Rust, Shell, C, Solidity",125,825,"ay, erikreppel, eserilev, michprev, lightsing, matheogrivault, gakonst, xjonathanlei, mattsse, prestwich, rongyi, sveitser, luzzif, onbjerg, rachel-bousfield, rkrasiuk, evalir, 9547, dantop114, moricho, refcell, nbaksalyar, jafar75, alexfertel, leruaa, quentinv72, wtdcode, cre-mer, yash-atreya, kpp, confucian-e, wollac, benluelo, danipopes, agostbiro, emhane, jenpaff, thedevbirb, klkvr, zerosnacks, ozgrakkurt, rory-ocl"
consensys,gnark-crypto,no status,"gnark-crypto provides elliptic curve and pairing-based cryptography on BN, BLS12, BLS24 and BW6 curves. It also provides various algorithms (algebra, crypto) of particular interest to zero knowledge proof systems.",3/1/2025,https://github.com/consensys/gnark-crypto,,6,61%,10,"Go, Assembly, Sage, Python",62,496,"beratoz01, tabaie, yelhousni, gbotrel, zhiqiangxu, ivokub, thomaspiellard, alexandrebelling, ricechuan, romashka-btc, standstaff, leopardracer, cuibuwei, drawdrop, vipocenka, detrina"
a16z,helios,no status,"A fast, secure, and portable multichain light client for Ethereum",2/27/2025,https://github.com/a16z/helios,,8,61%,10,"Rust, Shell, HTML, TypeScript, JavaScript",63,1948,"eshaan7, ncitron, xavierdmello, karen-sarkisyan, muhtasimtanmoy, mw2000, fmhall, vpashkov, sergey-melnychuk, 0xrampey, skandabhat, ratankaliani, leruaa, shaunlwm, kuksag, dimitrolito, hsyodyssey, davidcardenasus, lkozlowski, inchori, kvinwang, varun-doshi, come-maiz, cypherpepe, pucedoteth, dhruv-2003, crstiv, one230six, hongkuang, vtjl10, 18aaddy, bodhi-crypo, youyyytrok, rebustron, hexcow"
pycqa,isort,no status,A Python utility / library to sort imports.,2/28/2025,https://github.com/pycqa/isort,https://pycqa.github.io/isort/,9,60%,10,"Shell, Python, Dockerfile, CSS",17,6617,"staticdev, danielnoord"
formatjs,formatjs,no status,"The monorepo home to all of the FormatJS related libraries, most notably react-intl.",2/17/2025,https://github.com/formatjs/formatjs,https://formatjs.github.io/,10,60%,10,"JavaScript, TypeScript, HTML, Starlark, Vue",67,14412,"vitalybaev, ianduvall, lzoran, gustavlrsn, poulet42, pablobirukov, longlho, mkesavan13, cungminh2710, michaelfaith, gaearon, antsgar, bassco, bluecutofficial, timmorey, renegade334, alansnow, runarheggset, nstepien, skyf0l, kiwiupover, miguelcobain, ilteoood"
lit,lit,no status,"Lit is a simple library for building fast, lightweight web components.",2/19/2025,https://github.com/lit/lit,https://lit.dev,9,60%,10,"TypeScript, HTML, JavaScript, Shell, CSS",58,18760,"sorvell, masty88, bennypowers, jimsimon, rictic, codingjoe, jamesives, louis-bompart, artur-, sorin-davidoi, alanbuzek, 38elements, jrencz, jun-sheaf, a11delavar, tomherni, zachleat, pixelbandito, graynorton, aomarks, augustjk, maxpatiiuk, 43081j, kyubisation, justinfagnani, iminchev64, peschee, lit-robot, jitrodriguez, startracex"
arktypeio,arktype,no status,"TypeScript's 1:1 validator, optimized from editor to runtime",3/1/2025,https://github.com/arktypeio/arktype,https://arktype.io/,10,60%,10,"JavaScript, TypeScript, CSS, MDX",88,4897,"fuma-nama, chvanam, fnimick, ahrjarrett, refi64, ssalbdivad, tylerlaws0n, dimava, shawnmorreau, rhofvendahl, firfi, outpox, bas950, fivecar, kricsleo, tizzysaurus, gabrielgrant, gustavoguichard, abion47, frolic, frankdejonge, hanake0, vanillacode314, huliiiiii"
nomicfoundation,edr,no status,An Ethereum development runtime implementation that can be reused to build new developer tools.,2/26/2025,https://github.com/nomicfoundation/edr,,8,60%,7,"Shell, Rust, JavaScript, TypeScript, Jupyter Notebook",127,45,"zoeytm, alcuadrado, christopherdedominici, schaable, kanej, nebasuke, fzeoli, xanewok, area, invocamanman, fvictorio, theethernaut, hironate, agostbiro, galargh, wodann, remy9926, suchsoon, carehabit, redismongo, jwbda"
ratatui,ratatui,no status,A Rust crate for cooking up terminal user interfaces (TUIs) 👨‍🍳🐀 https://ratatui.rs,2/21/2025,https://github.com/ratatui/ratatui,https://ratatui.rs,9,60%,10,Rust,172,12081,"epompeii, mo8it, farmeroy, edjopato, benjam, marsik, thomas-tacquet, kxxt, kdheepak, utagai, renesat, marcoieni, okieoth, mcskware, orhun, nilsmartel, miroim, dotdash, lucaspickering, supercilex, jwodder, raylu, kerryeon, fujiapple852, veetaha, valentin271, matta, canac, kibibyt3, joshka, lunderberg, emivvvvv, dawedawe, mrjackwills, nfachan, sleepyswords, patryk27, sectore, alexpasmantier, roberth, hosseinnedaee, enricozb, its-just-nans, tranzystorekk, aschey, adrodgers, nownick, robertpsoane, lvivona, psobolik, thscharler, theotchlx, leohscl, emiongit, tadotheminer, montmorill, airblast-dev, josuebarretogit, du-ob"
99designs,gqlgen,no status,go generate based graphql server library,3/1/2025,https://github.com/99designs/gqlgen,https://gqlgen.com,8,60%,10,"Go, JavaScript, HTML, Shell, Makefile",106,10138,"jesse-apollo, nikitacrit, a8m, vbmithr, krupyansky, sylr, cirelli94, taraktikos, ericbock, endsly, stevenacoffman, brookke, halkeye, jbelien, oxisto, vvakame, giautm, oldbigbuddha, barr-code, jlaprise, hxrxchang, clayne11, wiegell, o8x, noamcohen97, unafraid, atzedus, rickbijkerk, 38elements, haraldnordgren, xaviergodart, reimei1213, cliedeman, roneli, desuuuu, alexandear, mpldr, s-ichikawa, utgwkk, islamaliev, shion0625, tomoikey, lleadbet, reginbald, khudayberdiyev25, frankywahl, lkeix, hailyngx, kanodia-parag, adomaskizogian, giulio-opal, agratta-silo, jeremylaier-tc, deterclosed, knowmost, nawivee, df-wg, phughes-scwx"
sinclairzx81,typebox,no status,Json Schema Type Builder with Static Type Resolution for TypeScript,3/1/2025,https://github.com/sinclairzx81/typebox,,10,60%,10,"TypeScript, JavaScript",77,5394,"itsyoboieltr, m1212e, nathanrsmith, gsuess, aleclarson, ciscoheat, michaelcollabai, castarco, ehaynes99, sinclairzx81, hpeebles, rqphqel, hacxy"
ljharb,es-abstract,no status,ECMAScript spec abstract operations.,2/22/2025,https://github.com/ljharb/es-abstract,,13,60%,10,JavaScript,66,116,ljharb
psf,black,no status,The uncompromising Python code formatter,3/1/2025,https://github.com/psf/black,https://black.readthedocs.io/en/stable/,9,60%,10,"Python, Dockerfile, Jupyter Notebook, Vim Script",72,39857,"moogician, dankrzeminski32, ac5000, ewouth, savagecore, kaisforza, mosfet80, mgorny, zac-hd, hauntsaninja, hugovk, rdrll, mr-c, mr-sunglasses, mattwmaster58, kastkeepitjumpinlikekangaroos, meggycal, sumezulike, aleksmat, jellezijlstra, cooperlees, cdce8p, kloczek, sobolevn, sharsha315, charpy, tusharsadhwani, terencehonles, webknjaz, yilei, meliache, srittau, earlmilktea, redguy12, ichard26, smb55, sorxill, megagigagon, pedro-muller29, peterkra25"
chronotope,chrono,no status,Date and time library for Rust,2/28/2025,https://github.com/chronotope/chrono,,8,60%,10,Rust,54,3448,"qrilka, djc, zomtir, avee, sgoll, erickt, futreall, bragov4ik, dav1dde, commanderstorm, horazont, taxalo, szepeviktor, kennykerr, drinkcat, awpteamoose, khuey, marcogorelli, workingjubilee, dseelp, ggoetz, frederikhors, miragelyu, samfolo, pitdicker, donatik27, magnumtrader, avoidalone, maximevtush"
rustcrypto,crypto-bigint,no status,"Cryptography-oriented big integer library with constant-time, stack-allocated (no_std-friendly) implementations of modern formulas",2/26/2025,https://github.com/rustcrypto/crypto-bigint,,8,60%,10,Rust,60,216,"tarcieri, daxpedda, dvdplm, andrewwhitehead, xuganyu96, fjarri, newpavlov, baloo, aaronfeickert, tcoratger, y5c4l3, erik-3milabs"
clap-rs,clap,no status,"A full featured, fast Command Line Argument Parser for Rust",2/24/2025,https://github.com/clap-rs/clap,docs.rs/clap,9,60%,10,"Rust, Makefile, Roff, Shell, PowerShell",114,14758,"tesuji, klensy, casey, pgerber, sudotac, pzmarzly, zanieb, will-low, amaanq, smoelius, ben--, chrysn, pi-cla, tyilo, kbknapp, epage, zippy-dice, rustco, joe-saronic"
rusqlite,rusqlite,no status,Ergonomic bindings to SQLite for Rust,2/25/2025,https://github.com/rusqlite/rusqlite,,9,60%,10,"Rust, Shell, C",76,3451,gwenn
rust-random,getrandom,no status,A small cross-platform library for retrieving random data from (operating) system source,2/25/2025,https://github.com/rust-random/getrandom,,8,60%,10,Rust,65,349,"usamoi, tamird, lukateras, daxpedda, briansmith, joseluisq, dhardy, quentinperez, newpavlov, workingjubilee, taiki-e, josephlr, silverstillisntgold"
go-playground,validator,no status,":100:Go Struct and Field validation, including Cross Field, Cross Struct, Map, Slice and Array diving",2/27/2025,https://github.com/go-playground/validator,,9,60%,10,"Go, Makefile",19,17695,"kylecarbs, akayj, jhekasoft, zeewell, antonsoroko, nar10z, nodivbyzero, masv3971, deankarn, nikolaianohyn, connorcarnes, 196ikuchil, jkh0kr, fatelei, kimnorgaard, crocmagnon, ddevcap, thinkofher, alexandear, tomoki108, alexongh, cgetzen, ganeshdipdumbare, pixel365, fathiraz, jamesatkin-myndup, pavedroad"
metamask,metamask-sdk,no status,The simplest yet most secure way to connect your blockchain-based applications to millions of MetaMask Wallet users.,3/1/2025,https://github.com/metamask/metamask-sdk,https://metamask.io/sdk/,7,59%,10,"JavaScript, TypeScript, HTML, CSS, Ruby",123,150,"nicholasellul, edouardbougon, elefantel, chakra-guy, ecp4224, andreahaku, metamaskbot, dominikrudzki, omridan159, christopherferreira9, abretonc7s"
googleapis,google-auth-library-nodejs,no status,🔑 Google Auth Library for Node.js,2/21/2025,https://github.com/googleapis/google-auth-library-nodejs,,9,59%,10,"TypeScript, JavaScript, Python",39,1770,"hubertjan, piaxc, varun27896, danielbankhead, aeitzman, renovate-bot, bigtailwolf, dhoni77, d-goog"
kingsora,overlayscrollbars,no status,"A javascript scrollbar plugin that hides the native scrollbars, provides custom styleable overlay scrollbars, and preserves the native functionality and feel.",2/24/2025,https://github.com/kingsora/overlayscrollbars,https://kingsora.github.io/OverlayScrollbars,11,59%,10,"JavaScript, TypeScript, HTML, SCSS, Vue",53,4018,kingsora
wevm,ox,no status,Standard Library for Ethereum,2/26/2025,https://github.com/wevm/ox,https://oxlib.sh,8,59%,10,"TypeScript, JavaScript, Solidity, CSS",101,55,"danpopenko, jxom, gregfromstl, deodad, micahzoltu, o-az, kyscott18, thomas779, tmm"
